50.78564,-1.771696,0.81300813
50.786748,-1.771556,0.873873874
50.841864,-1.786562,0.883381924
50.857799,-1.776892,0.841772152
50.831434,-1.746262,0.90070922
50.84026,-1.770102,0.865853659
50.752888,-1.638796,0.665289256
50.76773,-1.649019,0.801346801
50.761135,-1.666245,0.896457766
50.762477,-1.639721,0.817307692
50.750715,-1.651782,0.783050847
50.752771,-1.665992,0.762820513
50.741151,-1.665373,0.803030303
50.820826,-0.140029,0.897172237
50.828274,-0.147486,0.438095238
50.826484,-0.148551,0.90521327
50.828762,-0.144783,0.898113208
50.833075,-0.146245,0.847222222
50.827834,-0.135647,0.832236842
50.830637,-0.13376,0.825053996
50.834275,-0.136881,0.854625551
50.841232,-0.154771,0.884169884
50.834382,-0.148139,0.895470383
50.851661,-0.155667,0.792951542
50.839716,-0.143099,0.793209877
50.84129,-0.139144,0.907079646
50.839109,-0.130425,0.779783394
50.847276,-0.150598,0.848148148
50.851688,-0.149429,0.917808219
50.843303,-0.125002,0.772870662
50.84056,-0.130055,0.885085575
50.86047,-0.107105,0.798045603
50.792471,-0.009352,0.693430657
50.794365,-0.014947,0.670658683
50.814875,0.024252,0.82745098
50.817709,-0.368036,0.870769231
50.818776,-0.371676,0.877906977
50.818076,-0.352549,0.774603175
50.813472,-0.35325,0.808080808
50.818043,-0.348958,0.721712538
50.817961,-0.344433,0.790262172
50.815967,-0.34527,0.322580645
50.819323,-0.346585,0.780254777
50.808297,-0.38057,0.856603774
50.816189,-0.389244,0.871244635
50.811144,-0.399194,0.79704797
50.812394,-0.407058,0.851632047
50.810976,-0.409249,0.819923372
50.813005,-0.410969,0.818181818
50.813773,-0.416578,0.789855072
50.807136,-0.411253,0.81124498
50.812605,-0.430614,0.792828685
50.808674,-0.446018,0.732758621
50.828118,-0.402774,0.823255814
50.826617,-0.392304,0.858085809
50.831038,-0.413055,0.849498328
50.830857,-0.407097,0.751655629
50.832768,-0.406095,0.668141593
50.850921,-0.407081,0.846405229
50.846229,-0.411233,0.847222222
50.8383,-0.414073,0.72
50.83037,-0.427547,0.888888889
50.849883,-0.391746,0.74368231
50.850946,-0.399525,0.773584906
50.820847,-0.379611,0.819397993
50.827052,-0.380248,0.855524079
50.825129,-0.380996,0.892105263
50.823197,-0.359212,0.800970874
50.827998,-0.36549,0.801075269
50.834007,-0.366078,0.838624339
50.831888,-0.337848,0.76635514
50.823154,-0.330024,0.777070064
50.825882,-0.316649,0.724279835
50.828031,-0.286782,0.873469388
50.825821,-0.33244,0.81185567
50.829947,-0.326031,0.829545455
50.831424,-0.311196,0.731543624
50.821325,-0.475714,0.700787402
50.813965,-0.474843,0.788235294
50.815444,-0.477932,0.772036474
50.806425,-0.480751,0.804166667
50.807511,-0.505625,0.757142857
50.804443,-0.50551,0.758754864
50.806763,-0.506941,0.763157895
50.814105,-0.492497,0.814685315
50.814905,-0.505048,0.795053004
50.822135,-0.475134,0.848341232
50.832468,-0.479935,0.822580645
50.831111,-0.486269,0.706521739
50.811776,-0.527732,0.875968992
50.817232,-0.544042,0.8125
50.817101,-0.542129,0.677966102
50.810256,-0.545664,0.731060606
50.817773,-0.609029,0.848387097
50.855364,-0.644183,0.900195695
50.825188,-0.131578,0.748
50.823141,-0.132923,0.79331307
50.824535,-0.123411,0.873873874
50.823185,-0.120555,0.861271676
50.825931,-0.11458,0.748120301
50.826752,-0.134341,0.752293578
