50.775543,-1.718114,0.79076087
50.773023,-1.736551,0.785276074
50.783606,-1.731697,0.828571429
50.85819,-1.774404,0.798561151
50.841864,-1.786562,0.883381924
50.844316,-1.780081,0.784172662
50.853536,-1.781487,0.885542169
50.857799,-1.776892,0.841772152
50.857752,-1.766564,0.841216216
50.853253,-1.769541,0.888135593
50.831434,-1.746262,0.90070922
50.885301,-1.727219,0.868644068
50.823327,-1.713213,0.821138211
50.753381,-1.64717,0.718032787
50.761869,-1.668232,0.86440678
50.766626,-1.674855,0.648351648
50.811374,-1.538608,0.886649874
50.755397,-1.656816,0.6816609
50.754355,-1.660204,0.724683544
50.754364,-1.653924,0.680952381
50.752466,-1.663181,0.822393822
50.74351,-1.67284,0.850694444
50.743297,-1.652015,0.803571429
50.742894,-1.652393,0.803571429
50.737305,-1.663403,0.750943396
50.738531,-1.670827,0.75708502
50.738458,-1.667037,0.784768212
50.73798,-1.682515,0.791208791
50.821678,-0.144411,0.885245902
50.826709,-0.142365,0.911971831
50.826597,-0.144358,0.90504451
50.823282,-0.151361,0.891089109
50.823806,-0.153839,0.882075472
50.826676,-0.154479,0.815533981
50.831227,-0.143706,0.806569343
50.829395,-0.139944,0.864583333
50.827935,-0.14936,0.892116183
50.827808,-0.148712,0.843971631
50.828504,-0.143842,0.86784141
50.834531,-0.134883,0.895652174
50.829782,-0.138835,0.895973154
50.832035,-0.133491,0.849858357
50.832803,-0.134796,0.798561151
50.835089,-0.138269,0.879581152
50.831524,-0.139206,0.958333333
50.840849,-0.155553,0.904320988
50.834085,-0.146958,0.906504065
50.858991,-0.166517,0.834482759
50.851661,-0.155667,0.792951542
50.842485,-0.152065,0.905109489
50.836171,-0.150937,0.931472081
50.837289,-0.149416,0.931750742
50.843351,-0.151662,0.864022663
50.838687,-0.139475,0.904918033
50.840636,-0.134228,0.861290323
50.840897,-0.143833,0.868965517
50.843221,-0.133372,0.878504673
50.847291,-0.134232,0.895140665
50.847027,-0.136828,0.919191919
50.846434,-0.140247,0.917857143
50.849101,-0.153622,0.869047619
50.838129,-0.125366,0.740359897
50.848079,-0.128944,0.780487805
50.839828,-0.132612,0.346153846
50.846784,-0.132903,0.837837838
50.857111,-0.133613,0.835443038
50.865496,-0.130436,0.661538462
50.857856,-0.134052,0.77443609
50.8597,-0.132984,0.839160839
50.855741,-0.137376,0.822834646
50.86435,-0.124016,0.831428571
50.859501,-0.145865,0.900510204
50.862639,-0.136263,0.838323353
50.869132,-0.131157,0.807560137
50.862836,-0.154288,0.886649874
50.919578,-0.195624,0.872685185
50.863925,-0.087312,0.798969072
50.857018,-0.0972,0.811023622
50.866287,-0.062572,0.823943662
50.797013,-0.011997,0.736462094
50.797645,0.00364,0.777777778
50.798616,-0.000576,0.760869565
50.798665,-0.003412,0.797619048
50.80311,-0.000384,0.841059603
50.792204,0.006245,0.707006369
50.788536,0.010345,0.721088435
50.81414,-0.370715,0.697841727
50.816728,-0.369248,0.881040892
50.811366,-0.364498,0.766917293
50.811423,-0.377041,0.881944444
50.810157,-0.375254,0.850393701
50.818222,-0.378285,0.75177305
50.81231,-0.359508,0.79020979
50.819154,-0.334751,0.673728814
50.818968,-0.361575,0.859531773
50.807869,-0.386646,0.611111111
50.814037,-0.378171,0.810526316
50.813931,-0.385429,0.848623853
50.816623,-0.384371,0.881632653
50.8181,-0.37867,0.769911504